X,Y,Z,|V|,MAx,MAy,MAz,MAv
0.010422,2.540543,9.688965,10.016512,-0.48,2.746,9.449,9.86
0.657654,2.540543,9.806656,10.151717,-0.068,2.688,9.424,9.814
0.657654,2.324799,9.198639,9.510634,0.251,2.555,9.385,9.742
0.402679,2.344406,8.865204,9.178793,0.432,2.438,9.39,9.714
0.638046,2.775909,9.198639,9.629524,0.589,2.496,9.267,9.618
0.285004,2.893585,9.708588,10.134631,0.496,2.585,9.243,9.613
-0.519135,2.540543,9.002502,9.368506,0.202,2.639,9.194,9.578
-0.362228,2.501312,8.727921,9.086494,0.01,2.678,9.159,9.555
-0.872177,2.775909,10.238144,10.643587,-0.367,2.678,9.419,9.808
-0.656433,2.638611,10.35582,10.706829,-0.602,2.614,9.581,9.951
-0.068039,2.991653,9.708588,10.159296,-0.49,2.727,9.758,10.149
0.343842,3.128937,9.787033,10.280782,-0.313,2.884,10.022,10.448
0.677277,2.991653,9.630127,10.106831,0.074,2.938,9.87,10.313
0.932236,2.815125,9.237869,9.702176,0.471,2.982,9.591,10.062
0.48114,2.815125,10.100845,10.496833,0.609,2.938,9.689,10.147
0.088867,2.619003,9.708588,10.05603,0.545,2.81,9.669,10.09
-0.185715,2.658218,9.237869,9.614512,0.329,2.727,9.571,9.967
-0.538757,2.619003,9.532059,9.899979,-0.039,2.678,9.645,10.017
-0.126877,2.854355,9.414383,9.838396,-0.191,2.688,9.473,9.852
-0.166107,2.677841,9.551682,9.921343,-0.254,2.702,9.434,9.819
-0.421082,2.952423,9.100571,9.576769,-0.313,2.776,9.4,9.809
-0.146484,2.677841,9.414383,9.788917,-0.215,2.791,9.37,9.781
-0.166107,3.227005,10.100845,10.605104,-0.225,2.884,9.542,9.973
-0.068039,2.619003,9.179016,9.545582,-0.2,2.869,9.449,9.879
0.167328,3.011261,8.806366,9.308478,-0.053,2.884,9.375,9.812
0.324234,2.991653,9.394775,9.864934,0.064,2.962,9.37,9.831
0.245773,3.18779,9.924332,10.426637,0.167,2.952,9.326,9.786
0.049652,2.972031,9.335922,9.797698,0.197,3.041,9.365,9.849
-0.440689,2.658218,8.786758,9.190618,0.045,2.952,9.36,9.82
-0.421082,2.677841,9.02211,9.420542,-0.142,2.874,9.267,9.709
-0.381851,2.638611,9.414383,9.784615,-0.298,2.737,9.14,9.548
-0.244553,2.815125,9.335922,9.754188,-0.372,2.697,9.14,9.537
-0.068039,2.893585,8.747528,9.213941,-0.279,2.756,9.13,9.543
0.265396,2.854355,9.492828,9.916228,-0.107,2.8,9.248,9.667
0.44191,3.089722,10.0224,10.49715,0.099,2.913,9.4,9.845
0.285004,3.246628,9.571289,10.110954,0.231,3.021,9.459,9.935
0.06926,2.952423,9.100571,9.567758,0.265,3.036,9.547,10.023
-0.146484,2.893585,9.257477,9.700266,0.162,3.046,9.488,9.969
-0.264175,3.18779,9.335922,9.8687,-0.014,3.07,9.316,9.812
-0.303391,3.227005,9.237869,9.789986,-0.161,3.065,9.233,9.732
-0.068039,2.893585,9.532059,9.961808,-0.196,3.05,9.341,9.83
-0.205322,3.011261,8.904434,9.402063,-0.21,3.08,9.253,9.756
-0.224945,3.089722,8.747528,9.279883,-0.2,3.055,9.105,9.608
-0.185715,2.834747,9.492828,9.908788,-0.171,2.957,9.169,9.638
-0.519135,2.305191,9.610519,9.896741,-0.284,2.81,9.189,9.622
-0.224945,2.619003,8.825989,9.209118,-0.289,2.712,9.169,9.574
0.324234,2.756287,9.02211,9.439317,-0.151,2.629,9.238,9.613
0.324234,2.893585,9.041733,9.498994,-0.024,2.644,9.125,9.511
0.579208,2.815125,9.414383,9.843323,0.251,2.771,9.076,9.498
-0.283783,3.14856,9.296707,9.819507,0.236,2.903,9.194,9.65
-0.754501,2.717072,8.198364,8.669771,-0.034,2.894,8.988,9.458
-1.068314,3.030884,9.316315,9.855012,-0.382,2.928,9.056,9.547
-0.989853,2.932816,9.571289,10.059363,-0.774,2.957,9.096,9.601
-0.205322,3.285858,8.492554,9.108375,-0.754,2.992,8.895,9.423
0.167328,2.991653,9.257477,9.730306,-0.524,3.06,9.159,9.688
0.85379,2.285568,10.257751,10.54392,-0.044,2.874,9.395,9.86
1.657928,2.579773,9.179016,9.677721,0.618,2.786,9.297,9.765
1.18721,1.736404,9.100571,9.340501,0.967,2.398,9.449,9.823
1.128372,2.619003,9.335922,9.761754,1.207,2.305,9.468,9.831
0.85379,2.932816,9.728195,10.196477,1.207,2.467,9.336,9.744
-0.421082,2.422867,9.296707,9.616463,0.687,2.428,9.365,9.729
-0.597595,2.344406,8.551392,8.88705,0.241,2.58,9.228,9.615
-0.166107,2.952423,9.335922,9.793051,-0.083,2.663,9.228,9.623
0.010422,2.540543,9.277084,9.618667,-0.294,2.565,9.115,9.479
0.48114,2.873978,9.120178,9.574387,-0.068,2.678,9.071,9.468
0.81456,2.932816,9.924332,10.38062,0.285,2.825,9.414,9.842
0.677277,2.873978,9.551682,9.997653,0.496,2.805,9.468,9.893
1.010696,2.873978,8.982895,9.485444,0.746,2.889,9.395,9.86
0.677277,3.18779,9.64975,10.185204,0.795,2.967,9.527,10.012
0.402679,3.128937,9.64975,10.152343,0.692,3.016,9.459,9.955
0.10849,3.285858,9.218246,9.786966,0.55,3.119,9.375,9.902
-0.460297,3.423141,9.414383,10.02798,0.182,3.256,9.483,10.038
-0.519135,3.18779,9.414383,9.952995,-0.117,3.256,9.424,9.98
-0.440689,2.834747,8.924057,9.373835,-0.328,3.183,9.243,9.785
-0.264175,2.422867,9.120178,9.440218,-0.421,2.967,9.218,9.699
0.128098,2.207123,9.06134,9.327148,-0.274,2.663,9.13,9.524
0.343842,2.383636,9.375153,9.679537,-0.058,2.462,9.12,9.455
0.167328,2.520935,9.453613,9.785393,0.094,2.384,9.253,9.558
0.088867,2.834747,9.43399,9.851085,0.182,2.487,9.331,9.661
-0.009201,2.932816,8.982895,9.449545,0.148,2.668,9.311,9.691
-0.087646,2.756287,9.355545,9.753513,0.04,2.761,9.307,9.71
-0.048416,2.932816,9.43399,9.87947,-0.014,2.864,9.302,9.733
-0.009201,3.109329,9.100571,9.617089,-0.039,2.933,9.218,9.675
0.088867,2.952423,9.316315,9.773352,-0.014,2.938,9.302,9.756
0.206558,3.070099,10.179306,10.634211,0.059,3.016,9.508,9.976
0.265396,2.638611,9.335922,9.705264,0.138,2.943,9.483,9.932
0.128098,2.422867,8.64946,8.98331,0.172,2.771,9.37,9.774
0.186935,3.128937,9.296707,9.81091,0.197,2.815,9.365,9.783
-0.283783,3.364304,10.0224,10.575801,0.074,2.889,9.326,9.769
-0.166107,3.52121,9.237869,9.887605,-0.034,3.109,9.302,9.814
0.186935,3.18779,8.531784,9.10979,-0.019,3.301,9.272,9.846
0.539978,2.991653,9.120178,9.613492,0.069,3.266,9.228,9.797
0.324234,2.775909,9.943939,10.329217,0.221,3.119,9.208,9.735
0.52037,2.913193,9.43399,9.887247,0.393,2.967,9.257,9.735
0.285004,3.070099,9.237869,9.738838,0.417,2.938,9.434,9.892
-0.381851,2.638611,9.669357,10.030182,0.187,2.849,9.571,9.996
-0.558365,3.011261,9.885101,10.348656,-0.034,2.908,9.557,10.001
-0.107269,3.14856,9.316315,9.834564,-0.191,2.967,9.527,9.988
-0.185715,3.089722,9.590897,10.078004,-0.308,2.972,9.615,10.073
-0.264175,3.227005,9.787033,10.308704,-0.279,3.119,9.645,10.142
-0.068039,3.246628,9.375153,9.921628,-0.156,3.178,9.517,10.036
0.128098,2.520935,9.316315,9.652214,-0.097,3.021,9.517,9.99
0.10849,2.815125,9.453613,9.864457,-0.024,2.952,9.483,9.937
0.265396,2.913193,9.316315,9.764776,0.108,2.874,9.365,9.801
0.010422,2.697449,9.512451,9.88752,0.128,2.737,9.4,9.792
0.167328,2.697449,8.904434,9.305546,0.138,2.781,9.297,9.706
0.206558,2.364029,9.02211,9.328975,0.162,2.668,9.189,9.572
-0.224945,2.403259,9.571289,9.870959,0.04,2.541,9.253,9.598
0.049652,2.854355,9.787033,10.194892,0.05,2.58,9.321,9.675
0.06926,3.109329,9.159409,9.673029,0.025,2.683,9.385,9.767
0.010422,2.873978,9.080963,9.524901,-0.024,2.81,9.4,9.816
0.186935,2.834747,10.140076,10.530521,0.079,2.918,9.542,9.981
0.383072,3.128937,9.924332,10.412941,0.162,2.987,9.576,10.035
-0.107269,2.775909,8.924057,9.346442,0.118,2.903,9.517,9.954
-0.009201,3.18779,9.120178,9.661249,0.113,2.982,9.527,9.988
-0.107269,2.952423,9.590897,10.035617,0.04,3.011,9.39,9.864
-0.009201,3.030884,9.806656,10.264348,-0.058,2.987,9.36,9.827
0.226166,2.873978,8.943665,9.39681,0.025,3.011,9.365,9.839
0.383072,2.991653,8.767151,9.271444,0.123,2.962,9.277,9.742
0.030029,2.795517,10.140076,10.51841,0.158,2.923,9.414,9.863
0.343842,2.59938,10.179306,10.511578,0.246,2.815,9.508,9.925
0.010422,2.717072,8.884827,9.291003,0.192,2.776,9.493,9.898
-0.244553,2.540543,9.002502,9.357308,0.035,2.663,9.552,9.92
-0.068039,2.775909,10.296982,10.664808,0.01,2.658,9.591,9.956
0.030029,3.364304,9.512451,10.089904,-0.068,2.849,9.424,9.851
0.343842,3.050491,8.571014,9.104175,0.015,2.933,9.346,9.804
0.461517,2.834747,9.414383,9.842733,0.192,3.006,9.449,9.925
0.304611,2.501312,10.453888,10.753284,0.285,2.938,9.488,9.948
-0.205322,2.736679,9.237869,9.636898,0.226,2.781,9.419,9.834
0.06926,2.952423,9.296707,9.754505,0.158,2.756,9.601,9.997
0.736115,3.227005,9.159409,9.739106,0.226,2.854,9.537,9.971
0.52037,2.795517,9.473221,9.890784,0.28,2.928,9.292,9.755
0.500748,2.795517,9.728195,10.134271,0.457,2.943,9.414,9.88
0.363464,3.364304,9.512451,10.096404,0.53,3.046,9.468,9.965
-0.107269,2.932816,9.139801,9.599421,0.319,2.972,9.463,9.93
-0.303391,2.756287,9.963562,10.34223,0.113,2.962,9.586,10.043
0.245773,2.579773,9.080963,9.443491,0.05,2.908,9.424,9.87
0.343842,2.501312,8.472946,8.841131,0.045,2.693,9.164,9.557
0.736115,2.560165,10.120468,10.465189,0.256,2.599,9.409,9.773
0.81456,2.873978,11.022675,11.420272,0.535,2.629,9.674,10.043
0.657654,2.677841,8.531784,8.966308,0.638,2.653,9.537,9.923
0.10849,2.109055,8.080673,8.352075,0.579,2.555,9.439,9.801
0.265396,2.089432,10.179306,10.394923,0.462,2.438,9.454,9.783
-0.244553,1.873688,9.747803,9.929258,0.197,2.188,9.135,9.411
-0.460297,1.873688,8.64946,8.862039,-0.083,1.986,9.164,9.385
-0.362228,1.873688,8.669083,8.87665,-0.2,1.928,9.311,9.516
-0.283783,1.77562,9.924332,10.085917,-0.338,1.849,9.248,9.438
-0.068039,2.422867,10.198914,10.482974,-0.294,1.986,9.36,9.577
-0.087646,2.59938,9.394775,9.748141,-0.2,2.168,9.547,9.798
-0.087646,2.619003,8.669083,9.056481,-0.132,2.354,9.547,9.843
-0.009201,2.403259,8.35527,8.694038,-0.063,2.511,9.155,9.495
0.088867,2.383636,9.316315,9.616826,-0.024,2.501,8.934,9.279
0.010422,2.462097,9.159409,9.484556,0.001,2.467,8.875,9.213
-0.224945,2.305191,7.982605,8.311828,-0.034,2.389,8.703,9.027
-0.009201,2.481705,8.119904,8.490687,-0.034,2.408,8.645,8.976
0.030029,2.462097,9.120178,9.446718,-0.048,2.428,8.596,8.933
0.010422,2.069824,9.630127,9.850057,-0.048,2.33,8.713,9.025
0.128098,1.81485,8.492554,8.685249,0.04,2.207,8.841,9.118
0.010422,1.52066,8.943665,9.072026,0.045,1.967,9.047,9.264
-0.028809,1.952148,9.335922,9.53788,0.03,1.839,9.101,9.286
-0.362228,1.795242,8.904434,9.090822,-0.063,1.771,8.919,9.096
-0.303391,2.148285,9.02211,9.279313,-0.171,1.854,9.052,9.245
-0.068039,1.991379,9.120178,9.335303,-0.191,1.972,9.096,9.311
-0.126877,1.697174,9.277084,9.431903,-0.215,1.908,9.081,9.284
0.128098,2.109055,9.532059,9.763435,-0.093,1.986,9.238,9.452
-0.166107,2.462097,9.198639,9.52389,-0.058,2.065,9.282,9.514
-0.499527,2.579773,9.806656,10.152599,-0.166,2.212,9.454,9.718
-0.656433,2.775909,10.140076,10.533647,-0.298,2.482,9.669,9.993
-0.636826,2.540543,9.473221,9.828622,-0.49,2.59,9.655,10.01
-0.538757,2.834747,8.786758,9.248415,-0.583,2.683,9.552,9.941
-0.068039,2.167892,9.394775,9.641897,-0.475,2.58,9.449,9.813
0.44191,2.638611,10.179306,10.52501,-0.2,2.545,9.459,9.811
0.363464,2.481705,11.375717,11.648944,0.05,2.531,9.934,10.266
0.304611,2.364029,9.414383,9.711438,0.26,2.413,10.091,10.382
0.128098,2.1875,7.766861,8.070049,0.31,2.418,9.684,9.989
0.44191,2.22673,10.39505,10.640051,0.31,2.315,9.738,10.018
0.343842,2.324799,11.10112,11.347149,0.305,2.276,9.669,9.942
0.363464,2.520935,9.64975,9.980225,0.319,2.315,9.728,10.009
-0.283783,2.560165,8.492554,8.874596,0.216,2.408,9.91,10.21
-0.421082,2.1875,9.080963,9.350206,0.001,2.398,9.581,9.888
-0.205322,2.069824,10.042007,10.255157,-0.137,2.335,9.316,9.615
0.285004,2.167892,9.98317,10.219817,-0.156,2.246,9.4,9.675
0.677277,1.81485,9.139801,9.342823,0.084,2.06,9.561,9.792
0.696884,1.579498,9.120178,9.282139,0.363,1.908,9.571,9.775
0.422302,1.677567,9.747803,9.900113,0.52,1.81,9.498,9.686
-0.303391,1.834473,9.787033,9.962096,0.373,1.727,9.449,9.622
-1.068314,2.128662,9.787033,10.072662,-0.063,1.805,9.611,9.804
-1.401733,2.167892,9.571289,9.913334,-0.588,1.952,9.723,9.962
-0.676041,2.59938,9.02211,9.413409,-0.862,2.183,9.542,9.84
-0.538757,3.18779,9.296707,9.842816,-0.921,2.521,9.419,9.811
-0.342621,1.893311,11.10112,11.266627,-0.74,2.462,9.748,10.109
-0.126877,2.442474,11.552231,11.808295,-0.421,2.531,10.243,10.583
-0.754501,1.383362,9.43399,9.564682,-0.441,2.227,10.346,10.621
-0.656433,1.873688,8.531784,8.759734,-0.47,1.898,10.155,10.35
-0.381851,2.462097,10.159683,10.460731,-0.48,2.04,9.919,10.148
-0.303391,3.246628,10.081238,10.59547,-0.524,2.241,9.552,9.845
0.128098,3.089722,10.179306,10.638659,-0.303,2.668,9.738,10.114
0.06926,2.952423,9.904709,10.335611,-0.122,2.938,10.081,10.508
0.088867,2.756287,9.257477,9.659497,-0.004,3.011,9.856,10.307
-0.381851,2.677841,9.237869,9.62574,-0.024,2.869,9.645,10.065
-0.636826,2.050217,9.492828,9.73256,-0.215,2.609,9.473,9.838
-0.068039,2.030594,9.237869,9.458655,-0.249,2.379,9.307,9.619
-0.126877,2.59938,9.512451,9.862028,-0.303,2.34,9.37,9.67
-0.146484,3.030884,10.453888,10.885379,-0.245,2.428,9.674,9.985
0.088867,2.697449,9.492828,9.869038,-0.063,2.59,9.674,10.019
0.402679,1.81485,8.963272,9.15402,0.055,2.536,9.606,9.943
0.285004,2.775909,8.865204,9.294017,0.158,2.58,9.444,9.801
0.245773,2.383636,9.963562,10.247668,0.256,2.418,9.321,9.641
-0.656433,2.364029,9.806656,10.108909,0.069,2.335,9.4,9.701
-0.636826,2.344406,8.433716,8.776637,-0.191,2.467,9.267,9.607
0.088867,2.265961,8.64946,8.941791,-0.24,2.34,9.213,9.519
0.363464,2.638611,9.787033,10.142997,-0.21,2.403,9.169,9.493
0.44191,2.756287,9.767426,10.158494,0.064,2.501,9.159,9.505
0.167328,2.520935,9.02211,9.369182,0.265,2.545,9.307,9.653
0.010422,1.85408,9.610519,9.787737,0.246,2.442,9.547,9.865
-0.715271,2.069824,9.492828,9.742155,-0.024,2.3,9.473,9.764
-0.636826,2.050217,8.492554,8.759703,-0.294,2.124,9.155,9.415
-0.558365,2.775909,8.904434,9.343789,-0.475,2.188,9.125,9.408
0.128098,3.18779,10.277374,10.761172,-0.446,2.521,9.292,9.652
0.363464,2.913193,10.316589,10.726174,-0.176,2.732,9.498,9.898
0.030029,2.717072,9.532059,9.911787,-0.009,2.898,9.758,10.186
0.206558,1.756012,8.64946,8.828329,0.182,2.644,9.694,10.057
0.834183,1.756012,8.884827,9.095031,0.359,2.286,9.346,9.64
0.579208,1.579498,9.669357,9.81462,0.412,1.952,9.184,9.412
0.049652,1.756012,10.787308,10.929412,0.417,1.712,9.498,9.667
0.049652,2.403259,10.336212,10.61204,0.378,1.874,9.919,10.113
-0.107269,2.305191,9.414383,9.693091,0.143,2.011,10.052,10.262
0.030029,1.697174,9.845871,9.99112,0.006,2.04,10.096,10.306
0.245773,1.971756,9.98317,10.178993,0.055,2.094,9.895,10.119
0.186935,1.873688,9.532059,9.716264,0.089,1.962,9.694,9.895
-0.362228,2.010986,8.943665,9.174116,0.025,1.888,9.576,9.765
-0.499527,1.657944,9.551682,9.707364,-0.107,1.879,9.503,9.694
-0.577988,2.010986,9.139801,9.376252,-0.313,1.888,9.292,9.493
-0.048416,1.971756,9.159409,9.369362,-0.372,1.913,9.199,9.407
0.186935,2.010986,9.669357,9.87803,-0.235,1.913,9.38,9.583
0.030029,1.638336,9.277084,9.420687,-0.102,1.908,9.311,9.511
0.10849,1.559875,9.590897,9.717525,0.069,1.795,9.424,9.596
-0.048416,1.618713,10.100845,10.229841,0.069,1.707,9.66,9.812
-0.244553,2.207123,10.748093,10.975094,-0.039,1.756,9.929,10.086
-0.264175,2.717072,9.767426,10.141739,-0.112,2.026,10.052,10.266
-0.087646,2.658218,9.002502,9.387165,-0.161,2.3,9.905,10.183
-0.185715,2.59938,9.551682,9.900802,-0.196,2.545,9.767,10.101
0.06926,3.305466,10.296982,10.814746,-0.117,2.82,9.655,10.061
-0.617203,3.56044,9.787033,10.432818,-0.205,3.031,9.66,10.134
-0.421082,2.854355,8.806366,9.26697,-0.289,3.08,9.611,10.104
0.030029,2.658218,9.610519,9.971415,-0.235,3.095,9.625,10.121
-0.166107,2.619003,10.453888,10.778244,-0.294,2.923,9.664,10.112
0.186935,2.775909,9.296707,9.704091,-0.093,2.727,9.542,9.93
-0.303391,2.069824,8.610245,8.86073,-0.063,2.531,9.493,9.829
-0.734894,1.85408,10.551956,10.738783,-0.254,2.33,9.728,10.02
-0.695663,2.422867,10.316589,10.620087,-0.387,2.281,9.694,9.981
-0.734894,2.619003,8.414108,8.842876,-0.617,2.241,9.473,9.766
-0.676041,1.912918,8.061066,8.312465,-0.71,2.202,9.336,9.629
0.049652,2.089432,10.316589,10.526167,-0.514,2.261,9.277,9.575
-0.068039,2.324799,10.316589,10.575506,-0.357,2.237,9.277,9.564
0.128098,3.109329,9.924332,10.400803,-0.142,2.359,9.655,9.954
0.206558,2.815125,9.630127,10.035284,0.079,2.585,10.047,10.384
0.186935,2.834747,10.100845,10.492751,0.113,2.771,9.993,10.376
0.010422,2.246353,9.532059,9.793179,0.133,2.751,9.797,10.18
0.10849,2.717072,9.218246,9.610948,0.128,2.653,9.62,9.983
-0.009201,2.893585,11.14035,11.51001,0.074,2.673,9.998,10.352
-0.224945,2.560165,9.296707,9.645404,-0.029,2.604,9.797,10.14
-0.126877,2.815125,8.669083,9.115592,-0.063,2.746,9.581,9.97
0.030029,2.736679,9.492828,9.879479,-0.083,2.751,9.65,10.038
0.010422,2.795517,9.98317,10.367193,-0.078,2.727,9.36,9.752
-0.126877,2.834747,9.041733,9.47654,-0.053,2.796,9.297,9.71
-0.323013,2.619003,9.237869,9.60738,-0.102,2.746,9.439,9.833
-0.421082,2.638611,9.787033,10.145225,-0.215,2.722,9.512,9.899
-0.499527,2.59938,9.943939,10.290201,-0.343,2.673,9.503,9.88
-0.009201,2.795517,9.02211,9.445288,-0.313,2.663,9.498,9.872
0.991089,2.952423,8.845596,9.377827,0.015,2.746,9.4,9.815
1.442184,2.579773,9.747803,10.186009,0.481,2.732,9.39,9.825
1.246063,2.756287,10.238144,10.675644,0.918,2.771,9.463,9.921
0.285004,2.422867,10.002777,10.295973,0.991,2.678,9.709,10.134
-0.519135,2.501312,9.688965,10.020085,0.614,2.565,9.919,10.294
-0.931015,2.265961,9.845871,10.14606,0.02,2.487,9.944,10.284
-0.558365,2.324799,9.43399,9.732247,-0.431,2.379,9.743,10.049
0.951859,2.344406,9.198639,9.540295,-0.264,2.359,9.542,9.86
0.343842,3.462372,9.492828,10.110393,-0.048,2.599,9.493,9.882
-0.048416,2.422867,10.159683,10.444701,0.172,2.639,9.571,9.957
-0.832947,2.520935,9.43399,9.800464,0.104,2.688,9.571,9.974
-1.087921,1.540268,8.512177,8.718552,-0.406,2.487,9.4,9.769
-1.029083,1.77562,8.767151,9.004153,-0.75,2.065,9.218,9.492
-0.558365,1.952148,9.963562,10.168344,-0.877,1.947,9.169,9.423
-0.048416,2.207123,9.512451,9.765268,-0.681,1.869,9.189,9.414
0.030029,2.344406,9.551682,9.83523,-0.401,2.07,9.449,9.693
-0.107269,2.265961,10.532333,10.773863,-0.171,2.192,9.89,10.136
-0.068039,2.795517,9.787033,10.178682,-0.048,2.403,9.846,10.138
-0.048416,2.854355,8.865204,9.313513,-0.048,2.565,9.684,10.025
-0.028809,2.540543,9.218246,9.561969,-0.063,2.614,9.601,9.957
-0.068039,2.442474,9.826263,10.1255,-0.053,2.658,9.424,9.795
-0.087646,2.22673,9.630127,9.884602,-0.058,2.516,9.385,9.721
-0.166107,2.364029,9.080963,9.385101,-0.088,2.393,9.439,9.739
-0.146484,2.501312,10.277374,10.578395,-0.117,2.384,9.704,9.993
-0.028809,2.501312,9.335922,9.665239,-0.107,2.398,9.581,9.878
-0.048416,2.619003,8.531784,8.924845,-0.097,2.496,9.307,9.638
-0.205322,2.22673,9.747803,10.001007,-0.107,2.462,9.473,9.792
0.226166,2.109055,10.061615,10.28277,-0.014,2.364,9.419,9.718
-0.342621,2.364029,8.924057,9.238226,-0.093,2.33,9.316,9.612
-0.577988,2.030594,9.06134,9.304046,-0.225,2.183,9.449,9.707
-0.401459,1.912918,9.473221,9.672763,-0.274,2.104,9.38,9.624
-0.166107,2.265961,9.296707,9.570315,-0.372,2.143,9.189,9.446
-0.146484,2.22673,8.786758,9.065699,-0.323,2.109,9.155,9.403
0.363464,2.324799,9.669357,9.951546,-0.088,2.183,9.307,9.565
0.324234,2.736679,10.493118,10.848966,0.094,2.389,9.561,9.859
-0.028809,2.383636,9.924332,10.206611,0.128,2.418,9.718,10.018
0.128098,2.462097,9.453613,9.769807,0.197,2.477,9.885,10.194
0.147705,2.265961,10.257751,10.506087,0.143,2.462,10.032,10.333
0.226166,2.422867,9.806656,10.104055,0.118,2.384,9.861,10.147
0.383072,2.481705,8.335648,8.705666,0.221,2.408,9.463,9.771
0.677277,2.383636,10.610794,10.896301,0.359,2.389,9.753,10.053
0.206558,2.619003,11.003067,11.312353,0.373,2.477,9.939,10.255
0.206558,2.285568,9.198639,9.480583,0.368,2.442,9.787,10.099
-0.283783,2.207123,8.551392,8.836188,0.202,2.374,9.841,10.131
0.265396,1.736404,10.453888,10.600439,0.099,2.212,9.802,10.057
0.206558,1.971756,9.551682,9.755261,0.099,2.05,9.439,9.668
-0.342621,1.952148,9.002502,9.218098,-0.039,1.967,9.39,9.602
-0.126877,2.167892,9.708588,9.948494,0.001,1.957,9.679,9.881
0.402679,2.109055,10.120468,10.34573,0.035,2.05,9.596,9.817
0.186935,1.77562,9.139801,9.312558,0.03,2.001,9.493,9.706
0.265396,1.677567,9.06134,9.219141,0.182,1.933,9.508,9.706
0.48114,1.402969,10.081238,10.189758,0.334,1.741,9.601,9.767
0.285004,1.48143,10.061615,10.174083,0.305,1.584,9.586,9.724
-0.028809,1.756012,9.041733,9.210719,0.251,1.579,9.561,9.698
0.128098,2.344406,10.100845,10.370136,0.216,1.746,9.821,9.986
-0.028809,1.834473,10.002777,10.169644,0.089,1.854,9.802,9.981
0.932236,1.795242,9.237869,9.456753,0.251,1.933,9.596,9.802
1.304901,1.873688,9.826263,10.088058,0.584,1.962,9.792,10.021
1.108765,2.030594,11.414932,11.647032,0.829,1.883,10.12,10.34
0.363464,2.619003,9.571289,9.929797,0.927,2.08,10.013,10.28
0.343842,2.148285,9.806656,10.045091,0.78,2.168,10.155,10.427
0.245773,3.011261,10.316589,10.749889,0.515,2.452,10.277,10.593
0.559586,2.501312,9.179016,9.530165,0.378,2.57,9.718,10.064
0.77533,2.442474,8.27681,8.664433,0.481,2.526,9.395,9.747
0.696884,1.599106,10.610794,10.75322,0.569,2.389,9.596,9.924
0.265396,1.795242,10.650024,10.803534,0.574,2.085,9.679,9.938
0.343842,2.069824,8.296417,8.557624,0.52,1.977,9.459,9.695
0.10849,1.952148,8.68869,8.905953,0.354,1.854,9.561,9.755
0.696884,2.109055,10.081238,10.323038,0.354,1.982,9.429,9.648
0.77533,1.952148,9.747803,9.971543,0.481,2.021,9.204,9.44
0.010422,1.952148,9.630127,9.826003,0.398,1.991,9.537,9.757
-0.146484,1.756012,10.316589,10.465995,0.334,1.942,9.944,10.147
0.010422,1.756012,9.512451,9.67318,0.162,1.854,9.802,9.984
0.500748,1.167618,8.31604,8.412527,0.094,1.658,9.444,9.594
0.794952,1.461807,9.492828,9.637563,0.29,1.535,9.409,9.547
1.030304,1.77562,10.140076,10.345795,0.584,1.54,9.365,9.517
0.657654,2.344406,9.453613,9.762149,0.746,1.687,9.351,9.54
-0.205322,2.148285,9.532059,9.773302,0.569,1.933,9.655,9.88
-0.538757,1.756012,10.100845,10.266495,0.236,2.006,9.807,10.037
-0.872177,1.304901,8.335648,8.482127,-0.24,1.888,9.356,9.571
-0.911407,1.85408,8.257202,8.511737,-0.632,1.766,9.056,9.258
-0.440689,1.77562,9.98317,10.149419,-0.691,1.673,9.169,9.352
-0.401459,1.971756,10.179306,10.376283,-0.656,1.727,9.189,9.38
-0.224945,2.344406,9.120178,9.419368,-0.495,1.986,9.385,9.614
-0.479919,2.619003,9.257477,9.632776,-0.387,2.178,9.635,9.894
0.167328,2.560165,9.590897,9.928129,-0.235,2.374,9.537,9.839
0.363464,2.1875,8.865204,9.138331,-0.044,2.428,9.208,9.53
-0.283783,1.736404,9.630127,9.789534,-0.058,2.276,9.336,9.622
-0.362228,1.638336,9.826263,9.968491,-0.029,2.031,9.478,9.706
-0.558365,1.912918,9.080963,9.297038,-0.21,1.869,9.351,9.548
-0.303391,1.912918,9.414383,9.611551,-0.377,1.8,9.488,9.667
-0.244553,2.658218,9.630127,9.993261,-0.367,2.031,9.488,9.718
0.265396,1.657944,9.669357,9.814055,-0.21,2.035,9.449,9.679
0.559586,1.285294,10.826538,10.916916,0.069,1.879,9.885,10.084
0.383072,0.951874,10.72847,10.777424,0.241,1.638,10.214,10.375
0.402679,1.834473,10.120468,10.293266,0.403,1.432,10.336,10.45
0.010422,1.952148,9.787033,9.97983,0.339,1.506,10.366,10.492
-0.087646,1.638336,8.629852,8.784428,0.177,1.594,9.816,9.959
-0.519135,1.501038,9.159409,9.296095,-0.048,1.731,9.424,9.588
-0.734894,1.304901,10.591187,10.696545,-0.333,1.599,9.542,9.689
-0.8918,1.697174,9.885101,10.069306,-0.558,1.535,9.566,9.712
-0.813339,1.324524,8.884827,9.019758,-0.74,1.457,9.63,9.77
-0.558365,1.422592,9.473221,9.5957,-0.75,1.437,9.709,9.845
-0.264175,1.599106,9.787033,9.92033,-0.632,1.511,9.508,9.651
-0.244553,2.010986,9.492828,9.706579,-0.47,1.589,9.409,9.561
-0.107269,2.403259,9.826263,10.116453,-0.294,1.859,9.645,9.835
-0.519135,2.462097,9.98317,10.295392,-0.284,2.119,9.772,10.01
