X,Y,Z,|V|,MAx,MAy,MAz,MAv
0.500748,2.775909,10.650024,11.017234,0.466,2.869,9.164,9.628
0.991089,3.266235,8.845596,9.481304,0.741,2.82,8.9,9.375
1.18721,2.756287,6.727356,7.366404,0.908,2.849,8.522,9.051
1.128372,2.422867,11.297256,11.609113,0.952,2.805,9.38,9.869
1.657928,2.756287,10.296982,10.787663,1.241,2.8,9.292,9.811
0.834183,2.815125,8.31604,8.819145,1.202,2.688,9.159,9.646
0.343842,2.109055,8.237579,8.510232,0.991,2.526,9.537,9.932
1.22644,2.481705,8.080673,8.54168,1.016,2.541,8.733,9.165
1.128372,2.462097,9.43399,9.815056,0.883,2.467,8.517,8.922
1.854065,2.501312,10.179306,10.644829,1.138,2.389,8.983,9.378
2.207108,2.972031,10.061615,10.721026,1.604,2.604,9.439,9.931
1.755997,2.991653,9.845871,10.439094,1.736,2.732,9.88,10.405
0.716492,4.403809,11.513,12.34731,1.633,3.217,10.4,11.038
0.44191,4.501877,10.414658,11.354615,1.28,3.717,10.459,11.216
-0.146484,4.325348,9.139801,10.112668,0.692,4.056,10.228,11.063
0.285004,3.227005,10.120468,10.626319,0.324,4.115,10.297,11.11
0.186935,3.246628,8.139511,8.765111,0.192,3.825,9.454,10.215
0.77533,2.854355,8.767151,9.252644,0.275,3.413,9.042,9.689
0.363464,3.128937,10.179306,10.655544,0.403,3.114,9.302,9.825
0.167328,2.932816,9.414383,9.862049,0.373,3.041,9.125,9.634
0.206558,3.070099,9.06134,9.569538,0.378,2.997,9.356,9.835
0.206558,2.658218,9.512451,9.879044,0.236,2.948,9.542,9.992
0.559586,3.011261,9.277084,9.769602,0.285,2.918,9.316,9.77
0.206558,3.011261,9.296707,9.774412,0.295,2.938,9.287,9.748
0.049652,2.344406,8.767151,9.075331,0.256,2.756,9.213,9.625
0.285004,2.658218,9.100571,9.485133,0.275,2.756,9.11,9.526
1.716782,2.834747,8.629852,9.244322,0.564,2.712,8.949,9.395
2.775894,3.56044,9.571289,10.582622,1.207,2.849,9.017,9.597
2.952408,3.423141,10.493118,11.425416,1.933,3.119,9.449,10.184
2.56015,2.462097,8.571014,9.277854,2.501,3.07,9.316,10.133
1.912903,2.913193,8.727921,9.398004,2.55,3.09,9.341,10.171
1.383347,2.246353,10.159683,10.496614,2.202,2.761,9.488,10.149
1.520645,2.913193,9.806656,10.342609,1.844,2.634,9.316,9.879
1.246063,2.619003,10.120468,10.527855,1.516,2.673,9.704,10.191
1.657928,2.638611,9.355545,9.860893,1.452,2.604,9.861,10.307
2.010971,3.207397,9.43399,10.165214,1.609,2.845,9.679,10.224
1.540253,3.285858,9.532059,10.19948,1.614,2.938,9.611,10.188
1.089157,3.874252,9.845871,10.6366,1.575,3.252,9.542,10.216
0.794952,2.932816,9.98317,10.435374,1.359,3.325,9.699,10.359
-0.499527,3.128937,9.845871,10.34316,0.731,3.305,9.802,10.404
-0.185715,3.462372,8.943665,9.59227,0.3,3.35,9.655,10.252
-0.166107,2.462097,9.06134,9.391347,-0.014,2.997,9.459,9.941
0.618423,2.932816,9.708588,10.160735,-0.058,2.997,9.39,9.872
1.128372,3.481979,9.963562,10.614611,0.349,3.085,9.419,9.94
1.167603,2.462097,9.885101,10.253801,0.687,2.835,9.655,10.105
0.873398,3.18779,10.473495,10.982665,0.947,3.016,10.008,10.503
0.030029,3.050491,10.140076,10.589029,0.8,3.046,10.116,10.61
-0.440689,3.462372,8.767151,9.436375,0.408,3.041,9.816,10.315
-0.381851,3.227005,9.375153,9.922341,0.02,3.232,9.689,10.233
-0.323013,3.52121,10.120468,10.720407,-0.279,3.315,9.601,10.167
0.186935,2.991653,9.120178,9.600134,-0.24,3.301,9.346,9.92
0.304611,2.619003,9.041733,9.418328,-0.053,3.09,9.414,9.915
1.030304,2.775909,9.64975,10.093803,0.3,2.977,9.483,9.958
1.089157,2.560165,9.590897,9.986291,0.653,2.737,9.351,9.775
0.618423,2.834747,9.610519,10.03894,0.761,2.697,9.473,9.884
0.77533,2.932816,9.041733,9.537058,0.878,2.776,9.473,9.914
0.402679,3.344696,9.924332,10.48053,0.721,2.918,9.542,10.011
-0.224945,3.128937,9.767426,10.258823,0.393,3.06,9.586,10.079
-0.401459,2.834747,9.159409,9.596444,0.138,3.06,9.473,9.968
-0.224945,2.422867,8.590622,8.928587,-0.112,2.933,9.36,9.816
-0.224945,2.991653,9.06134,9.545076,-0.269,2.845,9.145,9.582
0.932236,2.795517,9.492828,9.939707,0.02,2.761,9.076,9.502
0.696884,2.717072,9.375153,9.785786,0.295,2.732,9.13,9.55
0.598816,2.638611,8.512177,8.931853,0.501,2.786,9.11,9.551
0.285004,3.128937,9.218246,9.73897,0.628,2.82,9.15,9.599
0.010422,2.246353,9.277084,9.545182,0.398,2.683,9.096,9.5
0.343842,2.795517,8.629852,9.077857,0.31,2.702,8.909,9.323
0.834183,2.285568,9.728195,10.027834,0.368,2.614,9.213,9.597
0.383072,3.638885,9.865494,10.522176,0.393,2.742,9.375,9.793
0.167328,3.070099,9.002502,9.513073,0.432,2.948,9.307,9.785
0.48114,2.873978,9.120178,9.574387,0.466,2.967,9.429,9.909
0.324234,2.991653,9.335922,9.808902,0.339,3.144,9.331,9.855
0.186935,2.756287,8.982895,9.39811,0.29,2.923,9.11,9.574
0.206558,2.579773,8.708298,9.084732,0.3,2.8,9.037,9.467
0.206558,3.109329,9.492828,9.991215,0.231,2.859,9.13,9.571
0.06926,3.227005,9.924332,10.43603,0.167,2.918,9.277,9.728
0.422302,3.285858,9.257477,9.832399,0.226,3.05,9.346,9.836
0.618423,3.56044,9.218246,9.901275,0.329,3.296,9.473,10.04
0.893021,3.364304,10.571564,11.129869,0.501,3.359,9.743,10.325
1.285278,2.913193,10.296982,10.778055,0.805,3.281,9.836,10.41
1.363739,2.932816,9.551682,10.084434,1.04,3.193,9.91,10.473
2.030594,2.952423,8.64946,9.362333,1.393,3.041,9.767,10.339
1.069534,2.59938,9.610519,10.01313,1.437,2.849,9.527,10.059
0.696884,3.030884,10.198914,10.662539,1.29,2.879,9.503,10.031
0.06926,3.207397,10.0224,10.523341,0.967,2.948,9.62,10.14
-0.146484,3.18779,9.688965,10.200956,0.422,3.006,9.88,10.35
-0.048416,3.246628,9.02211,9.588608,0.143,3.168,9.733,10.244
0.85379,3.462372,9.924332,10.545584,0.182,3.276,9.664,10.215
1.089157,3.070099,10.218521,10.725201,0.437,3.242,9.713,10.265
0.912628,3.580048,9.237869,9.949264,0.702,3.34,9.601,10.202
0.638046,3.756577,9.512451,10.247228,0.873,3.467,9.723,10.367
0.285004,3.14856,10.43428,10.9027,0.731,3.389,9.851,10.456
-0.224945,3.835022,9.708588,10.441009,0.403,3.58,9.723,10.385
-0.048416,3.227005,8.531784,9.121801,0.162,3.492,9.547,10.178
0.128098,3.030884,9.43399,9.909735,0.035,3.31,9.527,10.094
0.010422,2.324799,9.277084,9.563948,-0.034,3.104,9.238,9.759
0.226166,2.030594,9.316315,9.537724,0.079,2.653,9.14,9.533
0.304611,2.932816,9.708588,10.146471,0.167,2.58,9.434,9.789
0.285004,2.834747,9.688965,10.099161,0.207,2.531,9.498,9.837
0.049652,3.011261,9.335922,9.809669,0.216,2.702,9.512,9.898
-0.009201,3.109329,9.845871,10.325173,0.158,2.972,9.645,10.095
0.206558,3.14856,9.551682,10.059359,0.133,3.026,9.606,10.073
0.343842,2.59938,9.845871,10.189023,0.148,2.967,9.645,10.096
0.285004,1.893311,9.375153,9.568665,0.207,2.688,9.655,10.036
0.755722,2.010986,9.512451,9.752021,0.398,2.413,9.571,9.892
0.893021,2.324799,9.06134,9.397343,0.569,2.207,9.449,9.727
0.736115,2.22673,9.277084,9.568933,0.667,2.114,9.307,9.572
1.18721,2.128662,9.02211,9.345541,0.893,2.173,9.218,9.516
0.696884,3.246628,9.512451,10.075364,0.878,2.482,9.218,9.597
0.696884,2.717072,8.963272,9.391931,0.829,2.58,9.194,9.595
0.598816,3.442764,9.473221,10.097184,0.795,2.884,9.243,9.728
-0.342621,3.423141,9.708588,10.300095,0.412,3.207,9.414,9.966
-0.303391,3.305466,9.394775,9.963933,0.162,3.222,9.385,9.938
-0.087646,2.795517,8.531784,8.978526,-0.034,3.242,9.277,9.835
-0.166107,2.972031,9.06134,9.537738,-0.225,3.124,9.174,9.695
0.363464,2.834747,9.747803,10.158128,-0.048,2.977,9.184,9.66
1.049927,3.030884,9.64975,10.168887,0.29,2.908,9.248,9.711
1.128372,2.246353,9.845871,10.161718,0.594,2.771,9.576,10.007
1.442184,2.658218,9.590897,10.056407,0.996,2.693,9.709,10.136
1.324509,2.59938,8.708298,9.183983,1.236,2.634,9.449,9.893
0.147705,2.638611,9.041733,9.420033,1.011,2.536,9.297,9.706
-0.048416,3.540817,9.943939,10.555646,0.716,2.859,9.321,9.804
-0.421082,3.089722,9.02211,9.545793,0.251,2.967,9.179,9.676
-0.519135,2.972031,9.257477,9.736701,-0.21,3.06,9.316,9.815
0.186935,2.795517,9.845871,10.236749,-0.2,3.1,9.517,10.019
0.932236,2.991653,9.98317,10.463399,0.045,2.962,9.527,9.996
0.265396,3.18779,10.100845,10.595259,0.216,2.987,9.797,10.258
0.539978,2.932816,9.845871,10.287573,0.481,2.977,9.944,10.396
0.030029,2.932816,9.64975,10.085632,0.442,3.011,9.895,10.358
0.10849,2.324799,9.806656,10.079036,0.236,2.845,9.851,10.262
0.383072,2.873978,9.610519,10.038355,0.265,2.766,9.728,10.123
0.088867,2.677841,9.43399,9.807085,0.153,2.702,9.625,10.003
-0.166107,2.677841,8.708298,9.112238,0.104,2.639,9.39,9.759
0.245773,2.736679,9.218246,9.619038,0.138,2.742,9.243,9.644
0.304611,2.462097,10.43428,10.725153,0.118,2.639,9.449,9.816
0.638046,3.030884,10.140076,10.60257,0.256,2.727,9.625,10.015
0.343842,2.756287,9.551682,9.947359,0.383,2.746,9.836,10.224
-0.028809,3.109329,10.061615,10.531138,0.314,2.84,10.047,10.452
-0.479919,2.873978,10.35582,10.757931,0.118,2.943,10.027,10.46
-0.421082,2.717072,9.316315,9.713573,-0.146,2.864,9.821,10.238
-0.401459,2.422867,9.159409,9.482944,-0.333,2.781,9.723,10.121
-0.126877,2.520935,9.394775,9.72795,-0.357,2.634,9.557,9.921
0.265396,2.560165,9.708588,10.043981,-0.171,2.555,9.395,9.742
0.618423,2.854355,10.238144,10.646567,0.089,2.59,9.625,9.975
0.951859,3.266235,9.728195,10.305926,0.427,2.8,9.767,10.181
0.85379,3.795792,10.238144,10.952469,0.672,3.119,9.978,10.487
0.500748,3.18779,10.081238,10.585089,0.731,3.276,10.071,10.623
0.383072,2.932816,9.179016,9.64378,0.672,3.296,9.807,10.372
-0.146484,3.030884,9.590897,10.059474,0.398,3.237,9.772,10.31
-0.323013,3.325073,10.002777,10.5459,0.104,3.119,9.713,10.209
-0.440689,3.14856,9.198639,9.732553,-0.132,3.109,9.493,9.995
-0.381851,2.893585,8.767151,9.240216,-0.323,3.1,9.39,9.895
-0.009201,2.815125,9.64975,10.051999,-0.289,3.046,9.405,9.893
-0.087646,2.932816,9.787033,10.217393,-0.23,2.948,9.351,9.811
0.049652,3.364304,9.688965,10.256561,-0.107,3.001,9.473,9.942
0.030029,3.14856,9.277084,9.796868,-0.004,3.065,9.601,10.081
-0.009201,2.972031,9.571289,10.022107,-0.004,3.104,9.581,10.073
-0.009201,2.815125,9.335922,9.751126,0.015,3.075,9.468,9.957
0.128098,2.972031,8.64946,9.146722,0.035,2.977,9.208,9.679
0.088867,3.14856,8.551392,9.113047,0.05,2.977,9.027,9.508
0.44191,2.932816,9.904709,10.339243,0.162,2.967,9.11,9.588
0.324234,2.972031,9.551682,10.008632,0.246,3.006,9.164,9.652
-0.009201,3.011261,9.06134,9.548595,0.211,3.016,9.267,9.752
-0.126877,2.775909,9.100571,9.515364,0.158,2.923,9.405,9.853
-0.068039,3.207397,9.120178,9.667972,0.03,2.992,9.208,9.685
-0.185715,3.383911,9.06134,9.674359,-0.097,3.095,9.086,9.602
0.265396,3.481979,9.002502,9.656069,-0.029,3.212,9.071,9.628
0.932236,2.756287,8.767151,9.237376,0.236,3.207,8.988,9.559
0.834183,3.14856,9.512451,10.054651,0.462,3.193,9.086,9.656
0.716492,2.364029,9.963562,10.265211,0.687,2.938,9.311,9.803
0.44191,3.14856,8.884827,9.43657,0.731,2.854,9.282,9.748
0.265396,2.422867,8.453323,8.797693,0.564,2.771,9.204,9.639
0.304611,2.736679,8.453323,8.890494,0.432,2.668,8.939,9.347
-0.068039,2.422867,8.865204,9.19058,0.236,2.683,8.664,9.079
-0.754501,1.991379,8.492554,8.755474,-0.063,2.393,8.566,8.909
-0.558365,1.501038,8.433716,8.584431,-0.269,2.163,8.561,8.855
-0.126877,2.1875,8.31604,8.599871,-0.377,2.026,8.527,8.783
-0.166107,2.481705,9.139801,9.472192,-0.401,2.04,8.596,8.853
0.285004,2.658218,9.865494,10.221317,-0.142,2.207,8.939,9.219
0.44191,3.56044,10.43428,11.033867,0.108,2.722,9.439,9.832
0.304611,3.874252,9.237869,10.022018,0.216,3.144,9.669,10.187
-0.264175,3.52121,8.806366,9.487928,0.192,3.404,9.586,10.191
0.049652,3.285858,9.335922,9.897413,0.133,3.56,9.454,10.11
-0.009201,2.717072,10.512726,10.858175,0.02,3.35,9.473,10.066
-0.185715,2.010986,10.0224,10.223847,-0.102,2.884,9.669,10.117
-0.009201,2.775909,8.512177,8.953374,-0.039,2.697,9.596,9.983
-0.048416,2.246353,8.963272,9.2406,-0.063,2.438,9.503,9.819
-0.224945,2.364029,10.904999,11.160566,-0.117,2.349,9.601,9.895
0.049652,2.128662,9.394775,9.633041,-0.058,2.379,9.444,9.747
0.030029,2.22673,8.296417,8.590097,-0.048,2.241,9.39,9.656
0.245773,2.403259,9.257477,9.567494,0.025,2.281,9.463,9.738
0.422302,2.383636,9.747803,10.04389,0.187,2.286,9.174,9.459
-0.048416,2.481705,9.845871,10.153934,0.162,2.374,9.287,9.589
0.265396,2.677841,9.708588,10.074619,0.221,2.487,9.64,9.96
0.186935,2.736679,9.02211,9.42989,0.207,2.57,9.581,9.926
0.167328,2.403259,9.159409,9.470925,0.143,2.575,9.434,9.782
0.618423,3.128937,9.865494,10.368252,0.31,2.737,9.439,9.836
0.44191,2.873978,10.257751,10.661918,0.354,2.786,9.576,9.983
0.206558,2.658218,9.159409,9.539578,0.359,2.766,9.611,10.01
0.461517,2.383636,8.708298,9.040419,0.432,2.761,9.498,9.903
0.10849,2.22673,9.551682,9.8084,0.305,2.536,9.419,9.763
-0.185715,2.010986,9.943939,10.146944,0.148,2.32,9.341,9.634
0.030029,2.442474,9.453613,9.764087,0.104,2.266,9.414,9.69
0.010422,2.285568,9.453613,9.725982,-0.009,2.241,9.601,9.861
0.049652,2.285568,9.630127,9.897759,-0.024,2.256,9.62,9.884
0.010422,2.717072,9.512451,9.892892,0.025,2.433,9.512,9.82
0.206558,2.658218,9.98317,10.333076,0.069,2.487,9.645,9.962
0.579208,2.658218,9.885101,10.25265,0.211,2.58,9.753,10.094
1.030304,2.873978,9.571289,10.046435,0.457,2.727,9.738,10.131
0.010422,2.717072,9.473221,9.855176,0.457,2.727,9.728,10.122
-0.323013,2.560165,10.257751,10.577346,0.324,2.702,9.797,10.183
-0.421082,2.364029,10.081238,10.363267,0.074,2.629,9.846,10.211
-0.676041,2.932816,9.002502,9.492286,-0.352,2.644,9.704,10.072
-0.401459,2.560165,8.590622,8.972981,-0.455,2.604,9.483,9.851
-0.048416,2.736679,9.43399,9.82303,-0.387,2.648,9.277,9.663
0.147705,2.677841,10.100845,10.450824,-0.245,2.727,9.282,9.685
0.010422,2.697449,9.904709,10.265456,-0.073,2.668,9.508,9.878
-0.048416,2.873978,8.963272,9.412882,0.015,2.746,9.601,9.988
0.030029,2.775909,8.747528,9.177463,0.035,2.756,9.429,9.827
-0.597595,2.285568,11.179581,11.426459,-0.151,2.658,9.699,10.071
-1.009476,2.638611,10.826538,11.189068,-0.406,2.644,9.929,10.301
-0.793732,3.168167,8.296417,8.916155,-0.593,2.717,9.763,10.177
-0.734894,2.167892,8.943665,9.231954,-0.784,2.565,9.812,10.191
-0.577988,2.520935,9.943939,10.27478,-0.779,2.624,9.503,9.903
-0.087646,2.403259,9.767426,10.059122,-0.549,2.565,9.238,9.621
0.206558,2.167892,9.688965,9.930683,-0.298,2.315,9.586,9.874
0.677277,2.246353,9.002502,9.303218,0.055,2.335,9.601,9.892
0.716492,2.030594,9.080963,9.332768,0.378,2.212,9.385,9.656
0.304611,2.59938,10.296982,10.624377,0.476,2.261,9.517,9.798
-0.558365,2.952423,10.198914,10.632329,0.285,2.457,9.645,9.973
-1.30368,2.560165,9.688965,10.105942,-0.21,2.536,9.816,10.174
-1.362518,2.834747,8.904434,9.44358,-0.73,2.737,9.772,10.202
-0.911407,2.285568,8.610245,8.954932,-1.034,2.658,9.351,9.784
0.206558,2.324799,9.963562,10.233275,-0.843,2.501,9.292,9.684
1.049927,2.285568,10.806931,11.095761,-0.254,2.433,9.571,9.932
0.794952,2.069824,10.179306,10.417984,0.285,2.241,9.89,10.175
0.873398,2.010986,9.924332,10.163624,0.731,2.173,10.219,10.478
0.579208,2.285568,9.473221,9.762234,0.824,2.163,10.096,10.36
0.265396,2.305191,9.708588,9.982035,0.628,2.168,9.821,10.081
-0.028809,2.560165,10.0224,10.344263,0.422,2.29,9.782,10.063
-0.636826,2.795517,10.650024,11.02921,0.045,2.487,9.964,10.279
-1.029083,2.697449,10.238144,10.637426,-0.357,2.59,10.155,10.498
-0.558365,2.658218,9.237869,9.628921,-0.563,2.678,10.037,10.41
-0.401459,2.285568,8.64946,8.955342,-0.656,2.609,9.694,10.063
-0.166107,2.030594,9.257477,9.479018,-0.539,2.418,9.346,9.675
0.265396,2.148285,10.316589,10.541232,-0.215,2.281,9.365,9.651
-0.950638,2.579773,10.748093,11.094162,-0.313,2.261,9.743,10.017
-0.989853,2.677841,9.708588,10.11965,-0.46,2.359,10.008,10.309
-0.519135,2.854355,9.355545,9.795053,-0.549,2.565,10.032,10.388
-0.617203,1.991379,9.787033,10.006625,-0.769,2.526,9.9,10.254
-0.205322,2.462097,10.120468,10.417675,-0.583,2.496,9.743,10.085
-0.381851,2.540543,10.650024,10.955509,-0.431,2.462,9.978,10.294
-0.931015,2.854355,10.061615,10.500011,-0.534,2.462,10.155,10.47
-0.950638,2.619003,8.825989,9.255321,-0.617,2.619,9.915,10.282
-1.127151,2.089432,9.120178,9.42411,-0.848,2.526,9.664,10.034
-0.989853,1.85408,9.571289,9.799336,-1,2.354,9.395,9.745
-0.774109,1.873688,9.728195,9.937189,-0.96,2.109,9.311,9.604
-0.813339,2.207123,10.081238,10.352018,-0.926,2.006,9.625,9.878
-0.734894,2.324799,9.630127,9.933987,-0.828,2.065,9.753,10.006
-0.558365,1.873688,9.06134,9.269863,-0.72,2.07,9.625,9.873
-0.440689,2.148285,9.218246,9.475516,-0.637,2.138,9.498,9.758
-0.048416,2.246353,9.179016,9.450015,-0.446,2.148,9.272,9.532
0.049652,2.364029,9.551682,9.840006,-0.249,2.158,9.253,9.509
-0.676041,2.364029,10.218521,10.510178,-0.279,2.281,9.542,9.819
-0.970245,2.305191,9.551682,9.873697,-0.411,2.32,9.625,9.918
-0.950638,2.344406,9.296707,9.634766,-0.637,2.344,9.655,9.965
-0.872177,2.422867,8.884827,9.250466,-0.867,2.359,9.488,9.817
-0.440689,2.089432,9.747803,9.978957,-0.808,2.29,9.37,9.684
-0.224945,2.364029,10.081238,10.357151,-0.622,2.305,9.503,9.805
-0.146484,2.207123,9.512451,9.766247,-0.421,2.271,9.557,9.838
0.010422,2.344406,9.43399,9.720932,-0.2,2.251,9.694,9.956
-0.185715,2.010986,9.43399,9.647732,-0.137,2.232,9.615,9.873
-0.224945,1.85408,9.159409,9.347886,-0.137,2.104,9.385,9.621
-0.342621,2.167892,9.139801,9.399634,-0.186,2.094,9.292,9.529
-0.460297,1.834473,9.512451,9.698654,-0.303,1.967,9.311,9.523
-0.577988,1.912918,10.061615,10.258139,-0.401,1.942,9.468,9.676
-0.577988,2.403259,9.453613,9.771414,-0.49,2.08,9.542,9.782
-0.558365,2.59938,9.159409,9.537469,-0.544,2.188,9.547,9.816
0.010422,2.265961,9.963562,10.217987,-0.426,2.295,9.66,9.946
0.285004,2.619003,9.296707,9.662772,-0.21,2.472,9.468,9.797
0.343842,2.540543,9.551682,9.889753,0.02,2.506,9.493,9.827
0.324234,2.403259,10.0224,10.311609,0.241,2.457,9.709,10.021
0.06926,2.344406,9.963562,10.235898,0.256,2.477,9.709,10.025
-0.087646,2.246353,9.335922,9.602772,0.162,2.384,9.718,10.01
0.010422,1.77562,9.080963,9.252936,0.079,2.192,9.601,9.851
-0.009201,1.795242,9.237869,9.410696,-0.004,2.04,9.405,9.626
-0.087646,1.81485,9.414383,9.588116,-0.044,1.908,9.267,9.464
-0.009201,1.893311,10.571564,10.73977,-0.024,1.82,9.576,9.748
-0.676041,1.971756,10.120468,10.332895,-0.196,1.869,9.836,10.018
-0.911407,2.324799,9.257477,9.588338,-0.421,2.001,9.841,10.062
-0.636826,2.285568,9.002502,9.30991,-0.558,2.119,9.738,9.993
-0.421082,2.403259,8.982895,9.308349,-0.661,2.246,9.341,9.635
-0.166107,1.912918,9.198639,9.396904,-0.534,2.232,9.11,9.401
-0.107269,1.952148,9.845871,10.038106,-0.333,2.138,9.257,9.513
-0.205322,2.109055,9.669357,9.898825,-0.225,2.094,9.424,9.661
-0.636826,2.619003,9.218246,9.604207,-0.279,2.148,9.483,9.735
-0.989853,2.305191,9.43399,9.761859,-0.485,2.246,9.542,9.826
-0.617203,2.246353,9.630127,9.907895,-0.612,2.32,9.488,9.793
-0.185715,2.442474,9.355545,9.670904,-0.607,2.403,9.409,9.736
0.245773,2.520935,9.316315,9.654493,-0.387,2.379,9.434,9.749
0.324234,2.560165,9.375153,9.72384,-0.058,2.442,9.419,9.739
0.128098,2.462097,9.571289,9.883719,0.128,2.496,9.405,9.733
0.010422,2.364029,9.43399,9.725683,0.177,2.477,9.424,9.747
-0.009201,2.403259,9.688965,9.982574,0.113,2.447,9.517,9.829
0.10849,2.815125,9.120178,9.545384,0.059,2.511,9.454,9.784
-0.205322,2.383636,8.943665,9.258132,-0.024,2.492,9.297,9.628
-0.519135,2.442474,9.218246,9.550458,-0.156,2.511,9.243,9.584
-0.479919,2.873978,9.179016,9.630389,-0.274,2.629,9.115,9.496
-0.519135,2.756287,9.277084,9.691796,-0.431,2.614,9.155,9.533
-0.538757,2.1875,8.786758,9.070972,-0.514,2.565,9.115,9.486
-0.166107,2.579773,9.630127,9.971066,-0.426,2.599,9.218,9.591
-0.264175,2.520935,9.473221,9.806468,-0.372,2.511,9.292,9.635
-0.264175,2.383636,8.708298,9.032495,-0.308,2.418,9.15,9.47
-0.185715,2.148285,9.316315,9.562601,-0.22,2.408,9.282,9.593
-0.087646,2.246353,10.081238,10.32885,-0.2,2.325,9.395,9.683
0.128098,2.658218,9.630127,9.99109,-0.102,2.359,9.434,9.729
-0.087646,2.501312,9.100571,9.438466,-0.058,2.389,9.532,9.83
-0.146484,2.364029,9.590897,9.879038,-0.048,2.442,9.601,9.909
-0.205322,2.442474,10.100845,10.393984,-0.078,2.492,9.606,9.926
-0.166107,2.422867,9.355545,9.665614,-0.151,2.433,9.537,9.844
-0.185715,2.579773,8.727921,9.103094,-0.176,2.452,9.444,9.76
-0.303391,2.383636,9.492828,9.792219,-0.215,2.457,9.419,9.739
-0.185715,2.089432,10.708862,10.912376,-0.21,2.369,9.571,9.868
-0.303391,2.050217,10.277374,10.484267,-0.245,2.276,9.802,10.073
-0.538757,2.403259,9.296707,9.617416,-0.333,2.232,9.944,10.202
-0.421082,2.59938,9.375153,9.737945,-0.362,2.286,9.915,10.188
-0.323013,2.364029,10.610794,10.875749,-0.397,2.354,9.89,10.179
0.147705,2.324799,10.473495,10.729427,-0.284,2.423,9.939,10.24
0.559586,2.22673,9.630127,9.900041,-0.009,2.379,10.022,10.311
0.657654,2.069824,8.982895,9.241703,0.26,2.246,9.924,10.187
0.030029,2.540543,10.081238,10.396471,0.349,2.29,9.792,10.067
0.049652,3.050491,9.767426,10.232818,0.324,2.472,9.615,9.943
0.147705,2.834747,8.590622,9.047452,0.221,2.624,9.356,9.73
0.049652,3.011261,9.002502,9.492903,0.069,2.859,9.36,9.792
0.128098,2.952423,9.924332,10.354978,0.094,2.962,9.321,9.782
-0.166107,3.18779,10.296982,10.780419,0.04,2.997,9.454,9.919
0.049652,3.011261,9.002502,9.492903,0.015,3.041,9.557,10.03
0.147705,2.697449,9.06134,9.455471,0.04,2.962,9.571,10.021
0.128098,2.501312,9.924332,10.235494,0.04,2.849,9.571,9.991
-0.224945,1.971756,10.787308,10.968338,0.025,2.545,9.694,10.038
-0.754501,2.59938,10.238144,10.589884,-0.176,2.442,10.003,10.312
-1.55864,3.580048,8.68869,9.525725,-0.602,2.663,9.91,10.33
-2.323563,2.207123,7.884552,8.510963,-1.215,2.59,9.4,9.899
-2.029358,2.795517,8.472946,9.150084,-1.667,2.796,8.821,9.444
-0.872177,2.265961,9.120178,9.437845,-1.696,2.712,8.542,9.156
0.304611,2.167892,9.277084,9.531886,-1.23,2.359,8.689,9.158
0.285004,2.1875,9.492828,9.745777,-0.578,2.354,9.091,9.466
0.147705,2.246353,9.375153,9.641649,-0.034,2.217,9.316,9.589
-0.087646,2.010986,9.43399,9.646343,0.162,2.153,9.395,9.641
-0.146484,2.619003,10.002777,10.340995,0.05,2.266,9.576,9.844
-0.440689,2.913193,10.473495,10.880028,-0.132,2.447,9.821,10.127
-0.695663,3.756577,10.414658,11.093282,-0.343,2.825,10.081,10.49
-0.558365,2.952423,9.218246,9.695599,-0.46,3.06,10.027,10.502
-0.577988,3.207397,9.237869,9.795902,-0.568,3.207,9.836,10.366
0.48114,3.697723,10.35582,11.00671,-0.338,3.404,9.807,10.398
0.579208,2.932816,9.473221,9.93372,-0.019,3.198,9.571,10.108
0.422302,2.658218,8.335648,8.759422,0.226,3.124,9.351,9.874
0.363464,2.677841,9.747803,10.115463,0.462,2.992,9.478,9.954
-0.126877,2.677841,10.316589,10.659219,0.31,2.737,9.468,9.867
-0.597595,3.207397,8.394485,9.006215,0.015,2.805,9.199,9.635
-1.127151,3.207397,8.64946,9.293601,-0.372,2.943,9.277,9.769
-1.185989,3.246628,10.042007,10.62022,-0.759,3.085,9.351,9.895
-0.519135,2.972031,9.296707,9.774008,-0.857,3.158,9.096,9.674
-0.342621,2.893585,8.924057,9.387706,-0.794,3.08,9.228,9.769
-0.087646,1.736404,9.296707,9.457883,-0.534,2.712,9.39,9.81
0.06926,1.657944,9.728195,9.868706,-0.22,2.315,9.311,9.622
0.265396,1.873688,9.218246,9.410484,-0.024,2.04,9.292,9.531
0.912628,1.246063,9.492828,9.617659,0.29,1.629,9.434,9.589
1.108765,2.22673,10.218521,10.516932,0.589,1.751,9.664,9.853
1.030304,1.952148,10.042007,10.281747,0.829,1.825,9.743,9.957
0.834183,2.030594,9.335922,9.590549,0.971,1.864,9.772,10.002
0.343842,2.854355,9.100571,9.543896,0.829,2.266,9.674,9.983
-0.342621,2.815125,10.0224,10.415892,0.466,2.413,9.625,9.958
-0.577988,2.658218,9.924332,10.29041,0.064,2.59,9.596,9.96
-0.597595,2.501312,9.139801,9.494717,-0.294,2.707,9.547,9.936
-0.244553,2.501312,9.179016,9.516864,-0.441,2.619,9.566,9.929
-0.126877,2.422867,10.159683,10.44536,-0.387,2.521,9.601,9.937
0.06926,1.618713,9.551682,9.688119,-0.225,2.261,9.508,9.786
0.343842,2.069824,8.708298,8.957502,0.01,2.153,9.4,9.652
